answer,true_answer,mark
"это технология, подражающая поведению мозга человека","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Это математическая модель, в виде человеческой модели нейронных связей. Программы основанные на искусственной нейронной сети, после обучения на определенном количестве данных, могут представлять ограниченный функционал, под который была ""заточена"" нейросеть.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Это математическая модель биологической нейронной сети, которая также как и биологическая, имеет способность самообучаться","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Это математическая модель, которую применяет машина для обработки информации. По своей сути напоминает биологические нейронные сети. С каждым годом применяется во всё больших частях жизни человека и помогает улучшать и упрощать жизнь.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"это математическая модель, упрощенного человеческого нейронная, например Перцептрон.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть - это набор нейронов, которые делятся на слои: входной, скрытые и выходной.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть является моделью биологической сети нейронов. Она характеризуется наличием простых  взаимосвязанных элементов (нейронов), генерирующих и передающих друг другу импульс (чаще всего просто число). Сложная динамика пульсации нейронов порождаёт сложное поведение сети.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть - это программа, которая с помощью анализа большого объема данных способна спрогнозировать возможный ответ на поставленную задачу. Также для того, чтобы работать с нейронными сетями её нужно сначала обучить на большом объёме различных данных: как правильных, так и нет.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть - математическая модель, состоящая из моделей нейронов и связей между ними в виде весов. Каждый нейрон имеет функцию для передачи сигнала, что называется пороговой функцией. Пороговые функции и набор весов в совокупности определяют результат вычисления.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть это модель биологической нейронной сети. Она может быть использована как для исследования свойств биологических нейронов и процессов происходящих в мозге. В таком случае от сети необходима биологическая точность и схожесть с функционированием биологического нейрона. Тут моделируется поведение.
Также искусственные нейронные сети могут быть использованы для более прикладных задач, где от неё требуется решение каки=либо задач, которые решает наш мозг. В этом случае моделируется уже не поведение, а способность нейронов к построению сложных функций.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть (ИНС) - представление нейронной сети мозга в программе для автоматизации сложных и долгих процессов, разработки ПО. ИНС - представляет из себя набор связанных последовательно нейронов в виде графа. Каждая ветвь графа содержит веса для определения, насколько предыдущий нейрон должен влиять на последующий. Каждый нейрон представляет из себя функцию функцию-сумматор, который складывает полученное значение от предыдущего нейрона, умноженного на его вес.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Программы, использующие мощности вычислительных систем для выполнения математических вычислений, моделирующие поведение естественной нейронной сети","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть - это некоторый набор алгоритмов, которые уточняются по мере обучения на больших объемах данных. После ее обучения можно делать прогнозы на каких-либо наборах данных, алгоритмы могут быть изменены или использованы с другими параметрами.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть - обучаемая программа, основанная на нейронах и связях между ними.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
"Искусственная нейронная сеть - сеть, построенная путем обучения модели в определенных условиях, которые приводят к постепенному улучшению результата путем создания новых нейронов.","Искусственная нейронная сеть — это программа, моделирующая биологическую нейронную сеть. Она основана на математической модели нейрона. Нейроны объединяются в сеть на основе выбранной архитектуры. Такая сеть может обучаться и решать задачи по классификации и генерации данных.",1
