answer,true_answer,mark
"пластиковый пакетик, для хранения бумаг",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Защитная оболочка, в которую можно вложить лист бумаги, не обязательно с текстом, и с легкостью вложить файл в папку, благодаря заранее проделанным отверстиям в нем.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это упаковка для хранения бумаг, документов",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"файлик, чтобы бумажки не мялись.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Файл - прозрачная упаковка формата А4 для бумаги. Помогает сохранить хороший вид бумаги при ее переносе,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Файл -- это полиэтиленовое хранилище для документов.,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"В области канцелярии файлом называют чехол для бумаги, который имеет отверстия для вставки в папку. Благодаря ему лист бумаги не рвется, не мнется и удобен для полистывания.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это целлофановая оболочка в которую помещаются листы бумаги, либо чтобы они не мялись, либо чтобы прикрепить их в папку для файлов.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл - это объект, позволяющий собирать и хранить некоторое количество страниц. Файл позволяет защитить бумагу от физических повреждений и объединить их в один общий документ при помощи папки",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Пакет либо конверт для хранения чаще всего бумажных документов. Может иметь различную структуру, материал и форму, однако главная его цель остаётся неизменной - хранение различных документов",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл, или же, как говорят в некоторых регионах, мультифора - это некоторое изделие, зачастую сделанное из тонкого прозрачного эластичного пластика, позволяющее группировать бумажные документы и в то же время иметь быстрый доступ к ним.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл в области канцелярских принадлежностей - полиэтиленовая папка, в которой можно хранить документы, бумагу.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Пластиковая защитная пленка, которая защищает документ от повреждений",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл для защиты бумаги от грязи и пыли, чтоб бумаге было тяжелее смяться.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Физический объект реального мира, который, зачастую, представлен в виде прямоугольника, имеющего вид кармана, с пластиковой прозрачной структурой, чтобы можно было видеть написанный текст на другом объекте, который будет помещен в этот карман.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл, также называемый мультифора, это нечто вроде прозрачной пластиковой оболочки для листа А4. Он имеет специальные петельки, которыми лист можно закрепить в папке. Файл используется для сохранности листа от возможных разрывов или от пятен или также может служить для того, чтобы собрать несколько листов вместе.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это прямоугольный предмет из пластика, который предназначен для хранения различных вещей внутри себя",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это специальный предмет, предназначенный для хранения и организации документов, бумаг или других материалов.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Полиэтиленовый пакет для бумаг.,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это прозрачный предмет, в который можно положить бумажные документы",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл - канцелярская принадлежность, предназначенная для сохранения бумажных дистов от сминания",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это специальная защитная оболочка для хранения бумажных документов. Данная оболочная изготавливается из органической химии. Чаще всего в речи говорят просто ""файлик"". Файлик имеет несколько проколов с одной длинной стороны для вшивания файла в папку.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл - полимерный, обычно из прозрачного пластика, пакет, по размерам точно соответствующий листу бумаги. Чаще всего используются файлы пормата А4 для хранения документов",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл - предмет, позволяющий защищать бумажные носители от загрязнений или повреждений.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Это пакет для хранения каких либо документов,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Файл в области канцелярских принадлежностей - это предмет для хранения бумажных документов. Обычно файл имеет формат бумаги А4. Синоним файла - папка,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это специальный предмет, предназначенный для хранения и организации документов, бумаг или других материалов",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл в области канцелярских принадлежностей - это плоский прозрачный полиэтиленовый пакет для бумаги формата A4, в который обычно кладут документы. Он позволяет хранить документы в местах, где возможно их загрязнение или намокание.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Файл в области канцелярских приложений это некая физическая оболочка для защиты бумажных документов,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Прозрачный конверт для хранения и переноса бумажных документов или просто бумаги,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Прозрачный пакетик, в который помещается лист.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл (канцелярская принадлежность) это прозрачная ячейка для документов с отверстиями, которые позволяют закрепить её в папке.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
Файл - это тонкий пластиковый конверт для удобной организации и транспортировки бумажных документов.,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
файл -- это полиетиленовая упаковка для документов,Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Это предмет, который используется для хранения и защиты различных документов и бумаги.  Также используются для сортировки документов одного типа, позволяя легко и быстро получить доступ к интересующему вас документу.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл - это полиэтиленовый пакет, куда можно сложить бумагу, а затем прикрепить этот файл в папку",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,1
"Файл - это такая специальная папка с кольцами внутри, куда вставляются перфорированные листы бумаги. Обычно она картонная или пластиковая.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это тонкая картонка формата А4, на которую наклеивают важные документы, чтобы они не терялись и были видны.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл? Ну, это как резиночка или скрепка, только побольше. Им скрепляют стопку бумаг, чтобы они не рассыпались. Металлический такой уголок.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Помню, что файл - это что-то для записей. Наверное, блокнот маленького формата, куда записывают текущие дела или номера документов.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файлик в канцелярии - это стикер, яркая бумажечка, которую клеят на папки или документы, чтобы их было легче найти по названию.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это прозрачная липкая пленка, которой заклеивают важные документы или страницы, чтобы они не пачкались и не рвались. Ламинирует, вроде.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это пластиковый разделитель с выступающим ярлычком, который вставляют в папку-скоросшиватель между разными документами для их сортировки.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Ну, файл... это же дырокол! Прибор, которым делают дырки в бумаге, чтобы потом вложить листы в папку.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это специальная подставка или держатель для папок с документами, который стоит на столе. Чтоб папки не валялись.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это карман *на* папке-регистраторе, обычно прозрачный пластиковый, куда вставляют бумажку с названием того, что внутри папки.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это большая металлическая скрепка или зажим, которой скрепляют толстые стопки документов, которые не помещаются в обычный степлер.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл? А, это коробка или ящик в столе, куда складывают документы для хранения. Иногда пластиковый, иногда картонный.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это прозрачная самоклеящаяся бумага формата А4, на которую кладут документ и приклеивают его к другой поверхности, как защитный слой.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это мини-папка на одного листа. Обычно из плотного картона, складывается пополам, а внутри вкладывается документ.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это рулон широкого прозрачного скотча, которым заклеивают края документов или скрепляют несколько листов в один.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файлик - это цветной картонный уголок, который надевается на угол листа документа, чтобы его было легче найти в стопке или папке.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это пластиковая обложка для учебника или важной книги, чтобы защитить ее от повреждений. Иногда ее тоже называют файлом.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это специальная настольная панель с зажимами, куда крепят листы с текущими задачами или напоминаниями.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Ну, файл... это как архивная коробка, только маленькая и плоская, для хранения одного-двух документов. Часто из картона.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это магнитная планка или пластина, которую вешают на стену, и к ней магнитами крепят важные бумажки или заметки.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это книжка для записей с алфавитными разделителями, куда записывают контакты или важную информацию по буквам.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это штамп или печать с названием 'ФАЙЛ' или 'КОПИЯ', который ставят на документы для их учета или маркировки.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файлик - это тонкая проволочная корзинка или подставка на столе, куда кладут входящие или исходящие документы перед обработкой.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это специальная бумага повышенной плотности формата А4, на которой печатают особо важные документы для долгого хранения.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это клейкая закладка-индекс с ярким флажком, которую вставляют между страницами документа или папки для быстрого поиска раздела.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это прозрачная пластиковая линейка с отверстиями по краям, которой прижимают бумаги на столе или на доске, чтобы они не слетали.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл? Это же рулончик для скрепок! Такой пластиковый контейнер, где хранятся скрепки и их удобно доставать по одной.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это большая канцелярская кнопка или гвоздик с широкой шляпкой, которой прикалывают документы к пробковой доске.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это обертка из фольги или плотного полиэтилена, в которую заворачивают пачку бумаги для принтера, чтобы она не отсырела.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это пластиковая или деревянная подставка в форме наклонной плоскости, на которую кладут документ для удобного чтения или работы с ним.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файлик - это мини-блокнот на спирали, который носят с собой для быстрых записей вместо документов.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это специальная папка-уголок из плотного пластика или картона, в которую вкладывают документ, а уголок защищает его края от замятия.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это устройство для счета листов бумаги, маленький такой аппаратик, который щелкает при прогоне каждого листа.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это прозрачная пластиковая крышка или экран, который кладут поверх документа на столе, чтобы на него не капал кофе или не ставили кружки.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файл - это резиновая манжета или лента, которой оборачивают стопку документов, чтобы они не раскрывались и не рассыпались. Как резинка для денег.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Это металлический или пластиковый стержень с зажимом на конце, который вставляют в папку-регистратор, чтобы закрепить пробитые листы.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
"Файлик - это карманный органайзер для визиток или мелких бумажек, обычно из кожи или плотного пластика на молнии.",Файл — это пластиковый канцелярский конверт формата А4 для хранения бумажных документов,0
